id,source_mesh,center_x,center_y,center_z,min_z,max_z,size_x,size_y,size_z,bbox_volume
sme1000600,Sme1000600,-1.847019076347351,-8.846132755279541,5.324800729751587,4.946824073791504,5.70277738571167,0.5727112293243408,1.4808244705200195,0.755953311920166,0.6411125155603804
paf1004401,Paf1004401,-1.819357693195343,-7.7368903160095215,5.363539457321167,5.028679370880127,5.698399543762207,0.5897516012191772,1.2536325454711914,0.6697201728820801,0.4951454216044431
cerchietto_103,Cerchietto.103,0.6832687854766846,-4.869908809661865,5.383566617965698,5.32127571105957,5.445857524871826,0.20998680591583252,0.22032928466796875,0.12458181381225586,0.005763932438471878
cerchietto_101,Cerchietto.101,0.5569654852151871,-4.649724960327148,5.388047456741333,5.325756549835205,5.450338363647461,0.20998677611351013,0.22032928466796875,0.12458181381225586,0.005763931620427278
sme1000500,Sme1000500,-1.1604354679584503,-9.437681198120117,5.395578622817993,4.870224475860596,5.920932769775391,0.7236377596855164,1.8373260498046875,1.050708293914795,1.3969781500166412
sme1000400,Sme1000400,-0.1888662651181221,-9.652478218078613,5.421651363372803,4.78325080871582,6.060051918029785,0.833131417632103,1.9517364501953125,1.2768011093139648,2.0761462175075462
paf1004001,Paf1004001,-0.9982064664363861,-7.380466461181641,5.463670492172241,5.02781343460083,5.899527549743652,0.4203253388404846,0.7457542419433594,0.8717141151428223,0.2732469873716218
cerchietto_105,Cerchietto.105,0.5837148576974869,-5.077187538146973,5.478931188583374,5.416640281677246,5.541222095489502,0.20998677611351013,0.22032928466796875,0.12458181381225586,0.005763931620427278
cerchietto_110,Cerchietto.110,0.3454209491610527,-4.644857406616211,5.484059572219849,5.421768665313721,5.546350479125977,0.20998676121234894,0.22032928466796875,0.12458181381225586,0.005763931211404978
cerchietto_104,Cerchietto.104,0.45272399485111237,-4.855823516845703,5.486099481582642,5.423808574676514,5.5483903884887695,0.20998677611351013,0.22032928466796875,0.12458181381225586,0.005763931620427278
cerchietto_075,Cerchietto.075,-1.8230263590812683,-5.5038368701934814,5.494983196258545,5.4408698081970215,5.549096584320068,0.21361219882965088,0.22114801406860352,0.10822677612304688,0.0051126235480649295
paf1003901,Paf1003901,-0.042804598808288574,-7.397348642349243,5.498847246170044,5.047610759735107,5.9500837326049805,0.44049549102783203,0.7367463111877441,0.902472972869873,0.2928826476617123
cerchietto_076,Cerchietto.076,-1.7225095629692078,-5.282421350479126,5.511540412902832,5.457427024841309,5.5656538009643555,0.21361219882965088,0.22114801406860352,0.10822677612304688,0.0051126235480649295
cerchietto_078,Cerchietto.078,-1.6131758093833923,-5.059398412704468,5.528173446655273,5.47406005859375,5.582286834716797,0.21361219882965088,0.22114801406860352,0.10822677612304688,0.0051126235480649295
cerchietto_079,Cerchietto.079,-1.5065717101097107,-4.8268210887908936,5.541399955749512,5.487286567687988,5.595513343811035,0.21361219882965088,0.22114801406860352,0.10822677612304688,0.0051126235480649295
cerchietto_062,Cerchietto.062,-1.824004590511322,-5.858537673950195,5.558426856994629,5.501522541046143,5.615331172943115,0.21229588985443115,0.22116661071777344,0.11380863189697266,0.005343629655761864
paf1004201_001,Paf1004201.001,-1.03905588388443,-8.093799352645874,5.56780481338501,5.168750286102295,5.966859340667725,0.7993639707565308,1.467787265777588,0.7981090545654297,0.9364183663977067
cerchietto_106,Cerchietto.106,0.4822073131799698,-5.27604866027832,5.576671838760376,5.514380931854248,5.638962745666504,0.20998677611351013,0.22032928466796875,0.12458181381225586,0.005763931620427278
cerchietto_107,Cerchietto.107,0.3502517268061638,-5.0625457763671875,5.586577653884888,5.52428674697876,5.648868560791016,0.20998676121234894,0.22032928466796875,0.12458181381225586,0.005763931211404978
cerchietto_074,Cerchietto.074,-1.5907195210456848,-5.4894750118255615,5.589433670043945,5.535320281982422,5.643547058105469,0.21361219882965088,0.22114801406860352,0.10822677612304688,0.0051126235480649295
cerchietto_109,Cerchietto.109,0.10756874340586364,-4.628935813903809,5.5917017459869385,5.5294108390808105,5.653992652893066,0.20998677099123597,0.22032928466796875,0.12458181381225586,0.005763931479825862
cerchietto_108,Cerchietto.108,0.21786027774214745,-4.858121395111084,5.5924060344696045,5.530115127563477,5.654696941375732,0.20998675376176834,0.22032928466796875,0.12458181381225586,0.0057639310068938274
cerchietto_077,Cerchietto.077,-1.484778344631195,-5.261950254440308,5.607855319976807,5.553741931915283,5.66196870803833,0.21361219882965088,0.22114801406860352,0.10822677612304688,0.0051126235480649295
cerchietto_080,Cerchietto.080,-1.3790540099143982,-5.0349204540252686,5.623260498046875,5.569147109985352,5.677373886108398,0.21361219882965088,0.22114801406860352,0.10822677612304688,0.0051126235480649295
skin_dorso_001,Skin Dorso.001,-0.4988064467906952,-5.61885404586792,5.642084121704102,5.18942403793335,6.0947442054748535,2.9698053002357483,2.306717872619629,0.9053201675415039,6.201898491342275
cerchietto_061,Cerchietto.061,-1.6908801198005676,-6.065859794616699,5.646228790283203,5.589324474334717,5.7031331062316895,0.21229588985443115,0.22116661071777344,0.11380863189697266,0.005343629655761864
cerchietto_063,Cerchietto.063,-1.5915347933769226,-5.813676357269287,5.651357650756836,5.59445333480835,5.708261966705322,0.21229588985443115,0.22116661071777344,0.11380863189697266,0.005343629655761864
paf1004301,Paf1004301,-0.07055588066577911,-8.176392793655396,5.655781984329224,5.225686550140381,6.085877418518066,0.7437717616558075,1.5774359703063965,0.8601908683776855,1.0092209410282076
cerchietto_073,Cerchietto.073,-1.367637813091278,-5.4776833057403564,5.686625957489014,5.63251256942749,5.740739345550537,0.21361219882965088,0.22114801406860352,0.10822677612304688,0.0051126235480649295
cerchietto_099,Cerchietto.099,-0.1706902328878641,-4.777940273284912,5.693447828292847,5.654910564422607,5.731985092163086,0.2204737775027752,0.22129154205322266,0.07707452774047852,0.0037603877624574453
cerchietto_071,Cerchietto.071,-1.2674600481987,-5.22589898109436,5.694446563720703,5.64033317565918,5.748559951782227,0.21361219882965088,0.22114801406860352,0.10822677612304688,0.0051126235480649295
cerchietto_082,Cerchietto.082,-1.250840425491333,-4.651618957519531,5.69959831237793,5.674088954925537,5.725107669830322,0.22137928009033203,0.22108173370361328,0.051018714904785156,0.002497004629464888
cerchietto_100,Cerchietto.100,-0.0518046859651804,-5.010638236999512,5.7049291133880615,5.666391849517822,5.743466377258301,0.2204737775027752,0.22129154205322266,0.07707452774047852,0.0037603877624574453
cerchietto_007,Cerchietto.007,0.8365932106971741,-6.595820665359497,5.711855173110962,5.658649444580078,5.765060901641846,0.21471142768859863,0.22126340866088867,0.10641145706176758,0.005055372343640047
cerchietto_006,Cerchietto.006,0.72050541639328,-6.366070985794067,5.71428656578064,5.661080837249756,5.767492294311523,0.21471142768859863,0.22126340866088867,0.10641145706176758,0.005055372343640047
cerchietto_091,Cerchietto.091,0.061992475762963295,-5.2129998207092285,5.714567422866821,5.676030158996582,5.7531046867370605,0.2204737775027752,0.22129154205322266,0.07707452774047852,0.0037603877624574453
cerchietto_003,Cerchietto.003,0.6119861006736755,-6.160680055618286,5.719884157180786,5.666678428649902,5.77308988571167,0.21471142768859863,0.22126340866088867,0.10641145706176758,0.005055372343640047
cerchietto_070,Cerchietto.070,-1.5790855288505554,-6.255548000335693,5.72048282623291,5.663578510284424,5.7773871421813965,0.21229588985443115,0.22116661071777344,0.11380863189697266,0.005343629655761864
cerchietto_083,Cerchietto.083,-0.9996848106384277,-4.619263648986816,5.72336483001709,5.697855472564697,5.748874187469482,0.22137928009033203,0.22108173370361328,0.051018714904785156,0.002497004629464888
cerchietto,Cerchietto,0.4989495873451233,-5.924842119216919,5.7240235805511475,5.670817852020264,5.777229309082031,0.21471142768859863,0.22126340866088867,0.10641145706176758,0.005055372343640047
cerchietto_081,Cerchietto.081,-1.1068366765975952,-4.868257999420166,5.726883888244629,5.701374530792236,5.7523932456970215,0.22137928009033203,0.22108173370361328,0.051018714904785156,0.002497004629464888
cerchietto_092,Cerchietto.092,0.18344497680664062,-5.4395575523376465,5.728283643722534,5.689746379852295,5.766820907592773,0.2204737663269043,0.22129154205322266,0.07707452774047852,0.0037603875718424497
cerchietto_067,Cerchietto.067,-1.4727359414100647,-6.028493881225586,5.7301459312438965,5.67324161529541,5.787050247192383,0.21229588985443115,0.22116661071777344,0.11380863189697266,0.005343629655761864
cerchietto_064,Cerchietto.064,-1.3640843033790588,-5.801630973815918,5.737797260284424,5.6808929443359375,5.79470157623291,0.21229588985443115,0.22116661071777344,0.11380863189697266,0.005343629655761864
cerchietto_084,Cerchietto.084,-0.7566143572330475,-4.618906021118164,5.739717960357666,5.714208602905273,5.765227317810059,0.22137922048568726,0.22108173370361328,0.051018714904785156,0.0024970039571658637
cerchietto_087,Cerchietto.087,-0.8723184764385223,-4.842306137084961,5.745664596557617,5.720155239105225,5.77117395401001,0.22137922048568726,0.22108173370361328,0.051018714904785156,0.0024970039571658637
cerchietto_090,Cerchietto.090,-0.9864180088043213,-5.065750598907471,5.7490010261535645,5.723491668701172,5.774510383605957,0.22137928009033203,0.22108173370361328,0.051018714904785156,0.002497004629464888
cerchietto_098,Cerchietto.098,-0.31679894775152206,-4.977800369262695,5.751746416091919,5.71320915222168,5.790283679962158,0.2204737812280655,0.22129154205322266,0.07707452774047852,0.003760387825995777
cerchietto_085,Cerchietto.085,-0.5064707845449448,-4.615279674530029,5.7622761726379395,5.736766815185547,5.787785530090332,0.22137919068336487,0.22108173370361328,0.051018714904785156,0.002497003621016352
cerchietto_094,Cerchietto.094,-0.18388226255774498,-5.198450565338135,5.762434720993042,5.723897457122803,5.800971984863281,0.2204737737774849,0.22129154205322266,0.07707452774047852,0.003760387698919113
cerchietto_086,Cerchietto.086,-0.6161524951457977,-4.832855701446533,5.76806116104126,5.742551803588867,5.793570518493652,0.22137922048568726,0.22108173370361328,0.051018714904785156,0.0024970039571658637
cerchietto_088,Cerchietto.088,-0.7337815463542938,-5.052238941192627,5.770118236541748,5.7446088790893555,5.795627593994141,0.22137922048568726,0.22108173370361328,0.051018714904785156,0.0024970039571658637
cerchietto_089,Cerchietto.089,-0.8479869067668915,-5.281551837921143,5.772098541259766,5.746589183807373,5.797607898712158,0.22137922048568726,0.22108173370361328,0.051018714904785156,0.0024970039571658637
cerchietto_093,Cerchietto.093,-0.06785031594336033,-5.422589302062988,5.7751243114471436,5.736587047576904,5.813661575317383,0.2204737775027752,0.22129154205322266,0.07707452774047852,0.0037603877624574453
cerchietto_072,Cerchietto.072,-1.1330910325050354,-5.435209512710571,5.775365829467773,5.72125244140625,5.829479217529297,0.21361219882965088,0.22114801406860352,0.10822677612304688,0.0051126235480649295
cerchietto_045,Cerchietto.045,0.1972685642540455,-5.775657415390015,5.783664226531982,5.738682270050049,5.828646183013916,0.22104325145483017,0.21914243698120117,0.08996391296386719,0.0043578480577140056
cerchietto_008,Cerchietto.008,0.5964981913566589,-6.571265935897827,5.797780275344849,5.744574546813965,5.850986003875732,0.21471142768859863,0.22126340866088867,0.10641145706176758,0.005055372343640047
cerchietto_004,Cerchietto.004,0.48586028814315796,-6.344076871871948,5.800399541854858,5.747193813323975,5.853605270385742,0.21471142768859863,0.22126340866088867,0.10641145706176758,0.005055372343640047
cerchietto_069,Cerchietto.069,-1.4500663876533508,-6.462619781494141,5.802595138549805,5.745690822601318,5.859499454498291,0.21229588985443115,0.22116661071777344,0.11380863189697266,0.005343629655761864
cerchietto_002,Cerchietto.002,0.35878539085388184,-6.119877576828003,5.807727575302124,5.75452184677124,5.860933303833008,0.21471142768859863,0.22126340866088867,0.10641145706176758,0.005055372343640047
cerchietto_068,Cerchietto.068,-1.3441115021705627,-6.229604721069336,5.813045024871826,5.75614070892334,5.8699493408203125,0.21229588985443115,0.22116661071777344,0.11380863189697266,0.005343629655761864
cerchietto_097,Cerchietto.097,-0.42995601892471313,-5.184585094451904,5.8132851123809814,5.774747848510742,5.851822376251221,0.2204737663269043,0.22129154205322266,0.07707452774047852,0.0037603875718424497
cerchietto_095,Cerchietto.095,-0.3120143339037895,-5.41329288482666,5.82274317741394,5.784205913543701,5.86128044128418,0.2204737812280655,0.22129154205322266,0.07707452774047852,0.003760387825995777
cerchietto_044,Cerchietto.044,-0.049877604469656944,-5.7572386264801025,5.8245720863342285,5.779590129852295,5.869554042816162,0.22104324772953987,0.21914243698120117,0.08996391296386719,0.004357847984270238
cerchietto_066,Cerchietto.066,-1.2346994280815125,-6.006337642669678,5.825328826904297,5.7684245109558105,5.882233142852783,0.21229588985443115,0.22116661071777344,0.11380863189697266,0.005343629655761864
cerchietto_065,Cerchietto.065,-1.131755292415619,-5.785518169403076,5.831910133361816,5.77500581741333,5.888814449310303,0.21229588985443115,0.22116661071777344,0.11380863189697266,0.005343629655761864
cerchietto_046,Cerchietto.046,0.08130169939249754,-5.975968599319458,5.860016345977783,5.81503438949585,5.904998302459717,0.22104323841631413,0.21914243698120117,0.08996391296386719,0.00435784780066082
cerchietto_043,Cerchietto.043,-0.2884064242243767,-5.735235929489136,5.868964672088623,5.8239827156066895,5.913946628570557,0.22104324400424957,0.21914243698120117,0.08996391296386719,0.004357847910826471
cerchietto_096,Cerchietto.096,-0.5503161549568176,-5.397282600402832,5.871307134628296,5.832769870758057,5.909844398498535,0.2204737663269043,0.22129154205322266,0.07707452774047852,0.0037603875718424497
cerchietto_009,Cerchietto.009,0.36336350440979004,-6.5545737743377686,5.883451223373413,5.830245494842529,5.936656951904297,0.21471142768859863,0.22126340866088867,0.10641145706176758,0.005055372343640047
cerchietto_005,Cerchietto.005,0.2514752149581909,-6.322729825973511,5.889496088027954,5.83629035949707,5.942701816558838,0.21471142768859863,0.22126340866088867,0.10641145706176758,0.005055372343640047
cerchietto_047,Cerchietto.047,-0.17192127369344234,-5.962589979171753,5.903733253479004,5.85875129699707,5.9487152099609375,0.22104324772953987,0.21914243698120117,0.08996391296386719,0.004357847984270238
cerchietto_042,Cerchietto.042,-0.538400337100029,-5.745028257369995,5.914768695831299,5.869786739349365,5.959750652313232,0.22104325890541077,0.21914243698120117,0.08996391296386719,0.00435784820460154
cerchietto_059,Cerchietto.059,-0.8171814382076263,-5.913392543792725,5.917786359786987,5.882343292236328,5.9532294273376465,0.22110658884048462,0.22121524810791016,0.07088613510131836,0.0034671931956337617
cerchietto_058,Cerchietto.058,-0.9305337071418762,-6.142754554748535,5.931051015853882,5.895607948303223,5.966494083404541,0.2211066484451294,0.22121524810791016,0.07088613510131836,0.003467194130299797
cerchietto_048,Cerchietto.048,-0.04339729622006416,-6.177895784378052,5.935153961181641,5.890172004699707,5.980135917663574,0.22104325145483017,0.21914243698120117,0.08996391296386719,0.0043578480577140056
cerchietto_056,Cerchietto.056,-1.0470105111598969,-6.3625168800354,5.941412687301636,5.905969619750977,5.976855754852295,0.22110658884048462,0.22121524810791016,0.07088613510131836,0.0034671931956337617
cerchietto_041,Cerchietto.041,-0.4042309522628784,-5.966948747634888,5.948878765106201,5.903896808624268,5.993860721588135,0.22104322910308838,0.21914243698120117,0.08996391296386719,0.004357847617051403
cerchietto_055,Cerchietto.055,-1.1548125743865967,-6.580938816070557,5.94996190071106,5.9145188331604,5.985404968261719,0.22110652923583984,0.22121524810791016,0.07088613510131836,0.003467192260967726
cerchietto_010,Cerchietto.010,0.13634116295725107,-6.531327486038208,5.9690258502960205,5.915820121765137,6.022231578826904,0.21471144072711468,0.22126340866088867,0.10641145706176758,0.005055372650631408
cerchietto_060,Cerchietto.060,-0.681009978055954,-6.124456882476807,5.9741432666778564,5.938700199127197,6.009586334228516,0.22110658884048462,0.22121524810791016,0.07088613510131836,0.0034671931956337617
cerchietto_050,Cerchietto.050,-0.29310392588377,-6.168623685836792,5.98003625869751,5.935054302215576,6.025018215179443,0.22104324400424957,0.21914243698120117,0.08996391296386719,0.004357847910826471
cerchietto_057,Cerchietto.057,-0.7938108146190643,-6.348321914672852,5.985004663467407,5.949561595916748,6.020447731018066,0.22110658884048462,0.22121524810791016,0.07088613510131836,0.0034671931956337617
cerchietto_054,Cerchietto.054,-0.9074749648571014,-6.572703838348389,5.992974042892456,5.957530975341797,6.028417110443115,0.22110658884048462,0.22121524810791016,0.07088613510131836,0.0034671931956337617
cerchietto_049,Cerchietto.049,-0.16535492800176144,-6.389904260635376,6.011378765106201,5.966396808624268,6.056360721588135,0.22104324772953987,0.21914243698120117,0.08996391296386719,0.004357847984270238
cerchietto_051,Cerchietto.051,-0.5621824115514755,-6.31803035736084,6.023159742355347,5.9877166748046875,6.058602809906006,0.22110655903816223,0.22121524810791016,0.07088613510131836,0.003467192728300744
cerchietto_053,Cerchietto.053,-0.668641060590744,-6.566731929779053,6.040654420852661,6.005211353302002,6.07609748840332,0.22110658884048462,0.22121524810791016,0.07088613510131836,0.0034671931956337617
cerchietto_052,Cerchietto.052,-0.41954974830150604,-6.530521869659424,6.077168703079224,6.0417256355285645,6.112611770629883,0.22110655903816223,0.22121524810791016,0.07088613510131836,0.003467192728300744
